,OPS,OPS,OPS,OPS,OPS,OPS,OPS,OPS,OPS,OPS,OPS,OPS,OPS,OPS,OPS,OPS,OPS,OPS,OPS,OPS,OPS,OPS,OPS,OPS,OPS,OPS,OPS,OPS,OPS,OPS,OPS,OPS,OPS,OPS,OPS,OPS,OPS,OPS,OPS,OPS,OPS,OPS,OPS,OPS,OPS,OPS,OPS,OPS,OPS,OPS,OPS,OPS,OPS,OPS,OPS,OPS,OPS,OPS,OPS,OPS,OPS,OPS,OPS,OPS,OPS,OPS,OPS,OPS,OPS,OPS,OPS,OPS,OPS,OPS,OPS,OPS,OPS,OPS,OPS,OPS,OPS,OPS,OPS,OPS,OPS,OPS,OPS,OPS,OPS,OPS,OPS,OPS,OPS,OPS,OPS,OPS,OPS,OPS,OPS,OPS,OPS,OPS,OPS,OPS,OPS,OPS,OPS,OPS,OPS,OPS,OPS,OPS,OPS,OPS,OPS,OPS,OPS,OPS,OPS,OPS,OPS,OPS,OPS,OPS,OPS,OPS,OPS,OPS,OPS,OPS,OPS,OPS,OPS,OPS,OPS,OPS,OPS
10000352,,,,,,,,0.708,,0.637,1.6669999999999998,,0.16699999999999998,,,,0.297,1.6,,,,,,0.9640000000000001,,,,,,,,,,,,,,0.423,,,,,0.971,,0.6609999999999999,,,,,,,,,,,,0.8290000000000001,,0.5,,0.8290000000000001,,0.6609999999999999,,,1.444,0.8420000000000001,,,,0.455,0.777,,,,,,,,1.166,,,,,0.44,,0.929,,,,1.7,,,0.462,,,,,,,,,,,,,,,0.956,,,,,,,,1.6,,,,,,,,,,,,,,,,,,,,
10000353,,,,,,0.25,,,,,,,,,,,,,0.25,,,0.222,0.445,,,,,,,,,,,0.345,,1.067,,,,,,,,,,,1.069,0.852,,,,,,,,1.4,,,,,,,,,,,,,,,,,,,,,1.022,,,,0.871,,,,,,,0.657,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10000357,,,,,,,,,,0.16699999999999998,0.627,,,,,,0.445,0.637,,,,,,0.762,,,,,,,,0.16699999999999998,,,,,,0.6779999999999999,,,,,1.0,,,,,,,,,,,,,,0.134,,0.8170000000000001,,,,0.762,,,1.6669999999999998,0.222,,,0.907,0.6659999999999999,,,,,,,,0.746,1.0,,,,,,,0.898,,,,1.0,,,0.5,,,,,,,,,,,,,,,0.733,,,,,,,,0.75,,,,,,,,,,,,,,,,,,,,
10000389,,,0.609,,,,1.071,,,,,,,,,,,,,,,,,,,,,,,,,,,0.462,,1.167,,,,,,,,,,,0.841,0.975,,,,,,,,,,,,,,,,,,,,1.214,,0.47,,,,,,,,,,,,,,,,,,0.8,,,,1.556,,,,,,,,,,,,,,,,,,,,0.8340000000000001,,,,,,,,,,,,,,,,,,,,,,,,,
10000393,,,0.68,,,,,,0.929,,,,,,,,,1.033,,1.111,,,,,,,,,,,,,,0.39299999999999996,,,,,,,,,,,,,0.682,0.8190000000000001,,,,,1.5,0.762,1.75,,,,,,,,,,,,,0.758,,,,,,,,,,,,,,,,,,,,0.873,0.311,0.857,,1.614,,,,,,,,1.556,,,0.85,1.364,0.9059999999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10000394,,,,,,,,,,,,,,,,,,,,0.125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10000395,,,,1.167,,,,,,,,,,,,0.1,,,,,,,,,,,,,,,,,,,1.8330000000000002,,,,,,,,,,,,,,,,,,,,,,,,,,,0.258,,0.518,,,,0.111,,,,,,,0.929,,,,,,,,,,,,,0.7290000000000001,,0.6659999999999999,,0.45299999999999996,0.43200000000000005,,,0.583,,,,,,,,,,,,,,,,0.433,,,,,,,,0.6659999999999999,,,,,,,,,,,,,,,,,
10000405,,,0.8490000000000001,,,,,,,,,,,,,,,1.167,,1.834,,,,,,,,,,,,,,1.077,,,,,,,,,,,,,0.7,0.675,,,,,0.708,1.881,1.0,,,,,,,,,,,,,0.84,,,,,,,,,,,,,,,,,,,,0.889,1.171,1.5,,0.865,,,,,0.5329999999999999,,,0.16699999999999998,,,0.95,1.31,0.884,,,,,,,,,,,,,,,,,,,,,,0.47200000000000003,,,,,,,,,,
10000406,0.6859999999999999,,,,,,,,,,,,,,,1.222,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.664,,,,,,,,,,,,,,,,,0.956,1.4,,,,,,,,,,,,0.664,,1.0,,,,,,,,,,,,0.18100000000000002,,,,,,,,,,,,,,,,,,,,
10000407,,,0.551,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,1.133,,,,,,,,,,,,,1.103,0.981,,,,,0.5,,,,,,,,,,,,,,,0.552,,,,,,,,,,,,,,,,,,,,0.35700000000000004,1.047,0.39899999999999997,,0.467,,,,,0.5329999999999999,,,,,,0.7859999999999999,0.429,1.255,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10000435,,,,0.629,,,,,,,,,,,,0.5329999999999999,,,,,,,,,,,,,,,,,,,1.455,,,,,,,,,,,,,,,,,,,,,,,,,,,0.125,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.28600000000000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10000436,,,,,,,,,,,,,,,,,,,,0.498,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10000437,,,,,,,,,,0.473,0.083,,,,,,0.941,,,,,,,,0.429,0.316,0.14300000000000002,0.73,,,,,,,,,,0.614,0.473,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,0.5,,,,,,,,,,0.542,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10000439,,,,,,,,,,0.7170000000000001,0.33299999999999996,,,,,,0.833,,,,,,,,0.7929999999999999,0.579,0.667,0.86,,,,,,,,,,0.89,0.56,,,,,,,,,,,,,,,,,0.8,,,,,,,,,,0.75,0.466,,,,,,,,,,0.736,0.0,,,,,,,,,,,,,,,,,,,,1.056,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,0.0,,0.889,0.5,,,,1.125,,,,,
10000440,,,,,,,,,,0.445,0.631,,,,,,0.33399999999999996,,,,,,,,1.085,0.9059999999999999,0.547,0.385,,,,,,,,,,0.909,0.5479999999999999,,,,,,,,,,,,,,,,,0.637,,,,,,,,,,,0.872,,,,,,,,,,0.665,0.958,,,,,,,,,,,,,,,,,,,,0.5720000000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,0.16699999999999998,,,0.0,,,,0.33399999999999996,,,,,
10000442,,,,,,,,0.28600000000000003,,,0.98,,,1.1540000000000001,0.5,,1.278,,,,,0.618,,0.0,,,0.48100000000000004,0.897,,,,,0.618,,0.424,,,,,,,,,,,,,,,,,,,,,,0.716,0.634,,,,0.25,,1.127,,,1.183,,,0.816,,,,,,,,0.804,0.3,,0.667,,,,,,0.968,,,,,,,,,,,0.8909999999999999,1.166,,,,,,,,,,,,,,,,0.384,,,,,,,,,,,,,,,,,,,,,,
10000443,,,,,,,,,,,,,,,,,0.445,,,,,,,,,,,,,,,,,,,,,0.282,,,,,,,,,,,,,,,,,,0.833,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.715,,,,,
10000445,,,,,,,,,,,,,,,,,1.1,0.495,,0.529,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.505,,0.33399999999999996,,,,,,,0.511,,,,,,,,,,,,,,,,,,0.833,,,,,,,,,,0.667,0.485,0.875,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,0.35,,,
10000446,,,,,,,,,,,,,,,,,,,,,,,,,0.55,0.273,0.435,,,,,,,,,,,0.43200000000000005,0.5710000000000001,,,,,,,,,,,0.9209999999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5329999999999999,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
10000448,,,,1.199,,0.382,,,,,,,,,,,,,,,,,0.33399999999999996,,,,,,,,0.444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.088,1.067,,,,,,,,,,,,,1.266,0.349,1.248,,,,,,,,,,0.47200000000000003,,,,,0.693,,,,,1.3259999999999998,,,,,,,,,,1.166,,,,,,1.166,,,,,,,,,,,
10000450,,,,,,,,,,0.41700000000000004,0.715,,0.879,,,,1.0,0.81,,,,,,,,,,,,,,,,,,,,0.49,,,,,0.166,,0.855,,,,,,,,,,,,0.375,,,,0.5,,0.951,,,0.583,0.865,,,,1.079,0.0,,,,,,,0.684,,,,,,0.8,,0.812,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.733,,,,,,,,,,,,,,,,,,,,
10000453,,,,,,,,2.0,,,0.45799999999999996,,,,,,1.275,,,,,,,,,,,,,,,,,,,,,0.7390000000000001,,,,,,,1.0,,,,,,,1.0,,,,,,2.083,1.178,,0.975,,,,,,,,0.564,,,,,,,0.6609999999999999,0.7070000000000001,1.736,,,,,0.9440000000000001,0.664,,,2.381,,,,,,,,,,,0.6659999999999999,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10000455,,,,,0.5670000000000001,,,,,0.21600000000000003,0.882,,,,,,0.988,,,,,,,,0.762,0.483,0.902,0.945,,,,,,,,,,1.09,0.846,,,,,,,,,,,,,1.077,,,,0.449,,,,,,,,,,0.958,0.818,,,,,,,,,,0.3,0.745,,,,,,,,,,,,,,,,,,,,0.222,,,,,,,,,,,,,,,,,,0.33399999999999996,,,,,,,,,,,,,,,,,,,,,
10000485,,,,,1.334,,,1.7380000000000002,,,0.39899999999999997,,,,,,,,,,,,,0.684,,,,,,,,,,,,,,,0.69,,,,,,0.865,0.45299999999999996,1.069,,,0.722,,0.7829999999999999,,,,,,0.696,0.753,,0.802,,,,,,,0.873,,,0.6459999999999999,,0.539,,,,,,1.155,0.955,,,,,,,0.8,,,,,,,,,,,0.534,0.512,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.286,,,,,,,
10000487,,0.833,,,0.0,,,1.8,,,0.7,,,,,,,,,,,,,1.071,,,,,,,,,,,,,,,0.7879999999999999,,,,,,1.0,,0.429,,,0.091,,0.0,,,,,,0.308,,,0.789,,,,,,,0.75,,,0.41100000000000003,,,,,,,,0.536,0.429,,,,,,,0.0,,,,,,,,,,,0.763,0.368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.65,,,,,,,
10000489,,,,,,,,,,0.111,,,,,,,,,,,0.826,,,1.011,,,,,,,,,0.435,,,,0.614,,,,,0.6609999999999999,0.85,,0.7929999999999999,,,,,,,0.764,,,,,,,,1.8330000000000002,0.621,0.6659999999999999,,,,0.6970000000000001,,,,0.7120000000000001,0.5,,,,,,,1.2790000000000001,1.015,,,,,,,,0.9490000000000001,,,,,,,,,,,,,,,,,,,,,0.258,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.16699999999999998
10000491,,,,,,,,,,0.647,,,,0.39799999999999996,,,,,,,0.34299999999999997,,,,0.28600000000000003,,,,,,,,0.6659999999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,0.473,,,,,,,,,0.777,,,,,,,,,,,0.7140000000000001,,,0.573,0.9,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.833,,,,,,,,,,,,,,,,,,,,,
10000492,,,,,,,,,,,,,,,,,0.9129999999999999,0.14300000000000002,,0.774,,,0.599,,,,,,,,,0.762,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,0.616,,,,,,,,,0.917,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,1.025,0.625,0.5720000000000001,,,,,,,,,,,,,,,,,,,,,,,0.43200000000000005,,,,,,,0.33399999999999996,,,
10000493,0.917,,,,,,,,,,,,,,,,,0.5329999999999999,,1.143,,,0.9209999999999999,,,,,,,,1.2229999999999999,0.25,,,,,,,0.41200000000000003,,,,,,,,0.327,,,,,,0.258,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.542,,,,,0.5,,0.495,,,,,,,,,,,,,,,,,0.625,,,,,,,,,,,,0.762,,,,
10000494,,,,,,,,0.0,,,,,,,,,,,,,,,,,,0.536,0.42200000000000004,,,,,,,,0.583,,,,0.606,,,,,,,,,,,,,,,,,,0.125,0.28600000000000003,0.5329999999999999,,,,,,,,,,,,0.182,,,,,,,,,,,,0.0,1.4280000000000002,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.715,,,,,,,,,,,,,,,,,,,,,
10000496,,,,,0.33399999999999996,,,0.5329999999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,0.39299999999999996,,,,,,,,,,,0.8,,,,,,,,,,0.667,,,,,,,,0.8340000000000001,,,,,,,,,,,,,,,,,,,,0.498,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10000498,,,,,,,,,,,,,,,,,0.708,,,0.231,,,0.489,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.555,,,,,,,,,0.878,,,,,,,,,,,,,,,,,,0.6659999999999999,,,,,,,,,,0.125,0.47,,,,,,,,,,,0.821,,,,,,,,,,,,,0.5329999999999999,,,,,,,0.444,,,
10000499,,,,,1.071,,,,,,0.6829999999999999,0.5329999999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,0.48100000000000004,,,,,,0.105,,1.222,,,0.33299999999999996,,0.33399999999999996,,,,,,1.041,0.741,,1.035,,,,,,,0.34700000000000003,,,1.085,,,,,,,,0.0,0.33299999999999996,,,,,,,0.762,,,,,,,,,,,0.331,0.573,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.573,,,,,,,
10000525,,,,,,,,0.0,,,,,,,0.8,,,,,,0.6459999999999999,,,,0.188,0.48,,,,,0.958,,,,,,,,0.6659999999999999,,,,0.364,0.7140000000000001,,,,,0.956,,,,,,,,,,,0.873,,,1.0959999999999999,,,0.222,,,0.6,0.8270000000000001,0.6,0.0,,,,,,,,,,,,,,,,,,,0.6970000000000001,,,,,,,,,,,,,,,,,,0.8440000000000001,,,,,,0.6,,0.65,,,,,,,,0.778,,,0.6,,,,,,,,,
10000529,,,,,,,,0.0,,,,,,,0.8640000000000001,,,,,,0.7809999999999999,,,,0.8190000000000001,0.385,,,,,0.429,,,,,,,,1.1,,,,0.37799999999999995,0.8590000000000001,,,,,0.889,,,,,,,,,,,1.143,,,0.584,,,0.375,,,0.303,0.612,0.4,0.633,,,,,,,,,,,,,,,,,,,0.6859999999999999,,,,,,,,,,,,,,,,,,0.9329999999999999,,,,,,0.531,,0.182,,,,,,,,0.455,,,0.8190000000000001,,,,,,,,,
10000530,,,,0.6659999999999999,,,,,,,,,,,,,,,,,,0.976,,,,,,,1.167,1.8330000000000002,0.833,,,,,,,,,0.41100000000000003,,,,,,,,,,,,,,0.9,,,,,,,,1.167,,1.7,,,,,,,,,,,,,,,,,1.1340000000000001,,,,,,,2.404,,,,,,,0.33399999999999996,0.583,,,,,,,,,,,,0.43200000000000005,,,,0.875,,,,,,,,,,,,,,,,,,,,,,,,,
10000533,,,,,,,,0.455,,0.55,,,,0.629,0.789,,,,,,0.932,,,,,0.515,,,,,,,,,,,,,,,,,,,,,,,,0.8590000000000001,,0.382,,,,,1.131,0.34600000000000003,0.42200000000000004,,1.4169999999999998,,,,,1.5,0.0,,,,0.28600000000000003,,3.083,,,,1.3980000000000001,,1.5,,,,,,,,,,,,,,,,,,,0.455,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10000534,,,,,,,,0.929,,,,,,,1.083,,,,,,0.762,,,,0.539,0.374,,,,,1.444,,,,,,,,1.2690000000000001,,,,0.785,0.26899999999999996,,,,,1.208,,,,,,,,,,,0.33399999999999996,,,0.41100000000000003,,,,,,0.435,1.0,1.125,1.5,,,,,,,,,,,,,,,,,,,0.42100000000000004,,,,,,,,,,,,,,,,,,0.961,,,,,,1.0170000000000001,,0.873,,,,,,,,0.879,,,1.308,,,,,,,,,
10000539,,,,,,,,,,,,,,,,,0.542,0.8109999999999999,,0.736,,,1.069,,,0.77,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,0.473,,,,,,,,,,,,,,,,,,,,,0.6609999999999999,,,,,,,,0.8340000000000001,,,,,,,,,,,,,,,,,,,,,0.0,0.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10000540,,,,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.64,,,,,,,,,,,,,,,,,,,,,,,,,,,0.28600000000000003,,0.775,,,,,,,,,,,,,,,,,0.5329999999999999,,,,,,,,,,,,,,,,,,,,,,,,,1.133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10000542,,,,,,,,0.5329999999999999,,,,,,,1.0290000000000001,,,,,,0.581,,,,0.807,0.6679999999999999,,,,,0.45299999999999996,,,,,,,,0.682,,,,1.225,0.875,,,,,0.813,,,,,,,,,,,0.5329999999999999,,,0.6859999999999999,,,0.536,,,1.143,0.478,0.39299999999999996,1.167,,,,,,,,,,,,,,,,,,,0.6,,,,,,,,,,,,,,,,,,0.445,,,,,,0.473,,0.647,,,,,,,,0.2,,,0.633,,,,,,,,,
10000576,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8340000000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10000578,,,,,,,,,,,,,,,,,,,,,,,,,0.875,0.813,,,,,,,,,,,,,0.8190000000000001,,,,,,,,,,,,,,,,,,,,,,,,0.331,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10000579,,,,,,,,,,,,,,,,,,0.6509999999999999,,0.415,,,,,,,,,,,,,,0.813,,,,,,,,,,,,,0.929,0.375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.708,,,1.402,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10000584,0.266,,,0.188,,,,,,,,,,,,0.619,,0.746,,,,,0.961,,,,,,,1.319,,0.6659999999999999,,0.33399999999999996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7859999999999999,,,,,,,,,,,,,,,,,0.377,1.198,,,,,,,,,,0.311,,0.715,,,,,,,0.39299999999999996,,,,0.6659999999999999,,,,,,,,,1.5,,,,,,,,,,,,,,
10000590,,,,,,,,1.429,,,0.625,,,0.897,,,0.821,,,,,1.2919999999999998,,0.885,,,0.0,0.182,,,,,0.904,,0.863,,,,,,,,,,,,,,,,,,,,,,0.7070000000000001,0.65,,,,0.7929999999999999,,0.6509999999999999,,,1.143,,,0.607,,,,,,,,1.2,0.521,,0.986,,,,,,0.863,,,,,,,,,,,0.6659999999999999,0.0,,,,,,,,0.8290000000000001,,,,,,,,0.0,,,0.0,,,,,,,,,,,,,,,,,,,
10000593,,,,,,,,0.0,,,1.317,,,0.9390000000000001,,,0.0,,,,,0.564,,0.1,,,0.65,1.3,,,,,0.785,,0.235,,,,,,,,,,,,,,,,,,,,,,0.47200000000000003,0.626,,,,0.833,,0.1,,,0.2,,,0.375,,,,,,,,0.708,,,0.321,,,,,,1.271,,,,,,,,,,,,0.708,,,,,,,,,,,,,,,,0.856,,,0.091,,,,,,,,,,,,,,,,,,,
10000598,,,,,,,,,,0.478,,,,,,,,,,,,,,1.2830000000000001,,,,,,,,,,,,,,,,,,,0.555,,,,,,,,,0.49,,,,,,,,,,,,,,1.455,,,,0.436,,,,,,,,0.5,,,,,,,,,0.532,,,,,,,,,,,,,,,,,,,,,0.222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10000600,,,,,,,,2.5469999999999997,,,0.912,,,0.7929999999999999,,,0.8240000000000001,,,,,0.912,,1.167,,,0.649,2.001,,,,,0.495,,0.624,,,,,,,,,,,,,,,,,,,,,,1.234,0.9,,,,0.444,,0.9,,,0.625,,,1.146,,,,,,,,1.6,0.8370000000000001,,1.112,,,,,,0.7140000000000001,,,,,,,,,,,,1.77,,,,,,,,1.7380000000000002,,,,,,,,0.667,,,0.958,,,,,,,,,,,,,,,,,,,
10000601,,,,,,,,0.7140000000000001,,,,,,0.6970000000000001,,,,,,,0.071,,,,,,,,,,,,0.667,,,,,,0.47200000000000003,,,,,,,,,,,1.0979999999999999,,,,,,,,,,0.872,0.317,,,,,,,,0.652,,,,,,,,,,1.2670000000000001,,,,1.089,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.546,,,,,,,,,,,,,,,,,,,,
10000632,,,0.61,,,,0.522,,,,,,,,,,,,,,,,,,,,,,,0.633,1.091,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.65,,,,,,,,,,,,,,,,,,,,,,,,,,0.633,,0.33399999999999996,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10000633,,,0.8290000000000001,1.444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.35,,,,,,,,,,,,,0.8740000000000001,,,,,,,,0.45299999999999996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.873,,,,,0.76,,,,,,,,,,,,,,,,0.669,,,,,,,,0.5,,,,,,,,,,,,,,,,,,
10000635,1.206,,,0.8170000000000001,,0.75,,,,,,,,,,,,,,,,,1.702,,,,,,,0.38799999999999996,0.953,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.754,0.358,,,,,,,,,,,,,0.255,1.308,1.0,,1.121,,,,,,,,,,,,,0.6659999999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10000638,,,0.8029999999999999,,,0.938,0.6970000000000001,,,,,,,,,0.542,,,,,,0.833,,,,,,,0.606,0.7340000000000001,,,,,,,,,,,,,,,,,,1.214,,,,,,0.33399999999999996,,1.0,,,,,,,,,,,,0.308,,,,,,,,,,,,,,,,,,,,,,,,,,,0.664,0.231,,,,,,,,0.462,,2.142,,,,,1.636,,,,,,,,,,,,,,,,0.715,,,,,,,,,,
10000646,,,,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.773,,,,,,,,,,,,,1.242,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8340000000000001,,,1.2229999999999999,,0.444,,,,,,,,,,,,,,,,0.45,,,,,,,,,,,,,,,,,,,,,,,,,,
10000674,,,,0.231,,,0.7070000000000001,,,,,,,,,0.25,,,,,,,,,,,,,,,,,,,0.071,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4,,,,,,,,,,,,,,,,,,,0.561,,,,,,,0.302,,0.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8290000000000001,,,,,,,,,,,,,,,,,
10000675,,,,,,,,,,,,,,,,1.091,,1.319,,,,,,,,,,,,0.33399999999999996,,,,,,,,,,,,,,,,,,,,,,,0.34700000000000003,,,0.0,,0.8340000000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.4,,0.444,,,0.7809999999999999,,,,0.34299999999999997,,1.555,,,,,,,,,,1.1,,,,,,,,,1.571,,,,,,
10000678,1.273,,,,,,,,,,,,,,,0.6659999999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.647,0.33299999999999996,,,,0.5329999999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.3,,0.455,,,0.495,,,,0.368,,0.5,,,,,,,,,,,,,,,,,,,0.858,,,,,,
10000679,0.904,,,,,,,,,,,,,,,0.429,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.971,0.8079999999999999,,0.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.633,,,0.428,,,,0.564,,0.45299999999999996,,0.629,,,,,,0.5329999999999999,,,,,,,,,,,0.875,,,,,,
10000681,,,,,0.833,,,,,,,,,,,,,,,,,,,,0.111,0.73,0.311,,,,,,,,,,0.715,,1.273,,,,1.0390000000000001,,,1.0,,,,0.28600000000000003,,0.903,,,,,,,,,,0.8420000000000001,,0.6659999999999999,,,,,,,,0.8,0.701,,,,,,,,,,,,,,,,,,,,,,1.1420000000000001,,,,0.833,,,,,,,,,0.16699999999999998,,,,,,,,,,1.6669999999999998,,,,,,,,,,,,,,,,,,,
10000682,,,,,,0.575,,,,,,,,0.546,0.5720000000000001,0.5,,,,,0.732,,,,,,,,,,,,0.48100000000000004,,,,,,0.616,,,,,,,,,,,,0.5,,,,,,,,,0.322,0.88,,,,,,,,,,,,1.0390000000000001,,,,,0.45299999999999996,0.364,,,,0.633,,,,,,,,0.479,,,,,,,,,,,,,,,0.775,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,
10000684,0.6659999999999999,,,,,,,,,,,,,,,0.33399999999999996,,1.063,,,0.28600000000000003,,,,,,,,,,0.85,,,,,,,,,,,,,,,,,,,,,,0.33399999999999996,0.8190000000000001,,0.8440000000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.3330000000000002,0.522,,,1.083,,,,0.75,,1.5,,,,,,,,,,0.6659999999999999,,,,,,,,,,,,,,,
