,OPS,OPS,OPS,OPS,OPS,OPS,OPS,OPS,OPS,OPS,OPS,OPS,OPS,OPS,OPS,OPS,OPS,OPS,OPS,OPS,OPS,OPS,OPS,OPS,OPS,OPS,OPS,OPS,OPS,OPS,OPS,OPS,OPS,OPS,OPS,OPS,OPS,OPS,OPS,OPS,OPS,OPS,OPS,OPS,OPS,OPS,OPS,OPS,OPS,OPS,OPS,OPS,OPS,OPS,OPS,OPS,OPS,OPS,OPS,OPS,OPS,OPS,OPS,OPS,OPS,OPS,OPS,OPS,OPS,OPS,OPS,OPS,OPS,OPS,OPS,OPS,OPS,OPS,OPS,OPS,OPS,OPS,OPS,OPS,OPS,OPS,OPS,OPS,OPS,OPS,OPS,OPS,OPS,OPS,OPS,OPS,OPS,OPS,OPS,OPS,OPS,OPS,OPS,OPS,OPS,OPS,OPS,OPS,OPS,OPS,OPS,OPS,OPS,OPS,OPS,OPS,OPS,OPS,OPS,OPS,OPS,OPS,OPS,OPS,OPS,OPS,OPS,OPS,OPS,OPS,OPS,OPS,OPS,OPS,OPS,OPS,OPS
10000685,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6659999999999999,,,,,,,,,,,,,,,,,,,,,,1.1420000000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8190000000000001,,,,0.16699999999999998,,,,,,,,,,,,,1.1420000000000001,,,,0.6659999999999999,,,,,,
10000689,1.159,,,,,,,,,,,,,,,,,0.9690000000000001,,,,,0.7170000000000001,,,,,,,,1.285,0.55,,,,,,,,,,,,,,,1.538,,,,,,0.541,0.47100000000000003,,,,,,,,,,,,,,,,,,,,,,,,,,1.2,,,,,,,,,,,,,,,,,1.1,,,,,1.175,,0.812,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10000690,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,0.722,,1.5,,,,,,,,,,,,0.429,,,,,,,,,,,1.75,,,,1.167,,0.35,,,1.338,,,1.712,0.855,,,,0.0,,,1.067,,,1.53,0.33399999999999996,0.5,,,,,,,,,,,,,,,,,,,,,,,1.334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10000691,,,,,,,,,,,,,,,,,0.9520000000000001,0.6659999999999999,,,,,0.9440000000000001,,,,,,,,,0.858,,,,,,,,,,,,,,,,,,,,,0.34700000000000003,,,,,,,,,,,,1.0,,1.214,,,,,,,0.7809999999999999,,,,,,,,0.6659999999999999,,,,,,,,,,0.5710000000000001,,,,,,,,,,0.5329999999999999,0.39299999999999996,0.428,,,,,,,,,,,,,,,,,,,,,,,0.25,,,,,,,1.3330000000000002,,,
10000718,,,,,,,0.858,,,0.33399999999999996,,,,,,,,,,,0.0,,,1.23,,,,,,,,,0.28600000000000003,,,,0.7440000000000001,,,,,0.8340000000000001,,,0.9,,,,,,,0.91,,,,,,,,0.0,1.11,0.9790000000000001,,,,0.899,,,,0.182,1.2690000000000001,,,,,,,0.25,,,,,,,,,1.033,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10000719,,,,,,,,,,,,,,0.679,,,0.196,,,,,,,,,,,,,,,,0.764,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.3030000000000002,,,0.321,,,0.6659999999999999,,,,,,,,0.555,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.33399999999999996,,,,,,,,,,,,,,,,,,,,,,
10000723,0.5720000000000001,,,,,,,,,,,,,,,,,0.25,0.69,,,,,,,,,,,,0.311,1.4169999999999998,,0.785,,0.16699999999999998,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,0.8909999999999999,,,,,,,,,0.69,0.6779999999999999,,,,,1.089,,0.6659999999999999,,,,,,,,1.4709999999999999,,,,,,,0.8190000000000001,,,,,,,,,,,,,0.8190000000000001,,,,,,,,,,,1.0,,,,,0.75,0.25,,,,,,0.762,,,,
10000731,,,,,0.33399999999999996,,,,,,,,,,,,,,,,,,,,0.833,1.167,0.25,0.555,,,,,,,,,0.618,0.73,0.8440000000000001,,,,,,1.653,0.6659999999999999,,,,1.084,,0.5529999999999999,,,,,,,,,,0.7559999999999999,,0.555,,,,,,,,0.7859999999999999,0.815,,,,,,,,,,,,0.858,,,,,,,,,,,,,,0.48100000000000004,,,,,,,,,0.445,,,,,,,,,,0.583,,,,,,,,,,,,,,,,,,,
10000733,,,,,,,,,,,,,,,,,1.24,1.111,,0.316,,,1.069,,,,,,,,,0.583,,,,,,,,,,,,,,,,,,,,,0.33399999999999996,,,,,,,,,,,,1.025,,1.104,,,,,,,0.606,,,,,,,,0.0,,,,,,,,,,0.82,,,,,,,,,,1.546,0.645,1.5330000000000001,0.8290000000000001,,,,,,,,,1.546,,,,,,,,,,,,,0.222,,,,,,,0.555,,,
10000734,,,,,,,,,,0.429,,,,,,,,,,,0.414,,,0.907,,,,,,,,,1.178,,,,0.413,,,,,,1.262,,1.671,,,,,,,0.833,,,,,,,,,1.222,0.46399999999999997,,,,0.9329999999999999,,,,0.20600000000000002,0.75,,,,,,,0.47600000000000003,0.47200000000000003,,,,,,,,0.894,,,,,,,,,,,,,,,,,,,,,0.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
10000735,,,,,,0.9,,,,,,,,1.111,,0.795,,,,,0.166,,,,,,,,,,,,0.127,,,,,,0.955,,,,,,,,,,,0.6,0.775,,,,,,,,,0.0,0.754,,,,,,,,0.711,,,,0.386,,,,,0.444,0.0,,,,1.071,,,,,,,,0.188,,,,,,,,,,,,,,,,,,0.5329999999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10000737,,,0.6659999999999999,,,,,,,,,,,,,,,0.364,,0.5,,,,,,,,,,,,,,0.22,,,,,,,,,,,,,0.59,0.14300000000000002,,,,,1.1,0.879,,,,,,,,,,,,,,0.7390000000000001,,,,,,,,,,,,,,,,,,,,0.6609999999999999,1.036,0.7070000000000001,,0.826,,,,,0.5329999999999999,,,0.542,,,0.5,,1.6669999999999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10000768,,,,,,,,,,,,,,,,,,,,0.6970000000000001,,,0.0,,,,,,,1.7,,0.9440000000000001,,0.982,,,,,,0.613,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,0.804,,,,,,,,,,,,,,,,0.625,,,,0.44,,,,,,,,,,,,,,,,,,,,,0.5329999999999999,,,,,,
10000769,,,,,,,,0.7,,0.8190000000000001,,,,,,,,,,,,,,0.555,,0.79,0.545,,,,,,,,0.547,,1.4040000000000001,,1.176,,,,,0.853,,,,,,,,,,,,,0.669,0.85,1.24,,,,,,,1.0,,,,,0.705,,,,,,0.439,,,,,,0.59,0.0,0.539,,,,,,,,,,,,,,,,,,,,,,,0.34700000000000003,,,,,,,,1.75,,,,,,,,3.167,0.619,,,,,,,,,,,,
10000770,,,,,,,,1.3330000000000002,,1.0,,,,,,,,,,,,,,,,0.0,0.282,,,,,,,,0.368,,0.9670000000000001,,0.376,,,,,,,,,,,,,,,,,,0.643,0.813,0.75,,,,,,,,,,,,1.0,,,,,,0.767,,,,,,1.214,0.8340000000000001,0.857,,,,,,,,,,,,,,,,,,,,,,,0.222,,,,,,,,,,,,,,,,,0.5329999999999999,,,,,,,,,,,,
10000771,,,,,,,,0.28600000000000003,,1.433,,,,,,,,,,,,,,0.777,,1.071,0.966,,,,,,,,0.9520000000000001,,0.5870000000000001,,0.735,,,,,0.875,,,,,,,,,,,,0.5720000000000001,0.46,0.237,0.6970000000000001,,,,,,,,,,,,0.73,,,,,,0.541,,,,,,0.82,0.47200000000000003,0.872,,,,,,,,,,,,,,,,,,,,,,,0.47600000000000003,,,,,,,,0.5329999999999999,,,,,,,,,1.1,,,,,,,,,,,,
10000772,,,,,,,,,,,1.255,,,,,,0.633,,,,,,,,,,,,,,,,,,,,,0.462,,,,,,,,,,,,,,0.0,,,,,,0.539,1.2,,0.6659999999999999,,,,,,,,0.613,,,,,,,1.112,0.8190000000000001,0.546,,,,,0.349,0.311,,,,,,,,,,,,,,0.222,0.33299999999999996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10000777,,,,,,,,,,0.718,0.45299999999999996,,,0.628,,,,,,,0.7829999999999999,,,,0.6809999999999999,,,0.222,,,,,0.588,,0.16699999999999998,,0.49,,,,0.0,,0.7859999999999999,,,,,,2.467,,,,,,,,,,,0.297,,,1.339,0.785,,,,,0.652,,,,,,,,0.14300000000000002,,,0.6,,,0.988,,0.311,,,,,,,,,,,,,,,,,,,,,,,0.2,,,,,,,,0.33299999999999996,,,,,,,,,,,,,,,,,,,,,
10000779,,,,,,,,0.9440000000000001,,,,,,,,,,,,,,,,,,0.7709999999999999,1.083,,,,,,,,0.35,,,,0.41,,,,,,,,,,,,,,,,,,1.232,0.33299999999999996,0.583,,,,,,,,,,,,,,,,,,0.39299999999999996,,,,,,0.34700000000000003,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10000780,,,,,,,,0.33299999999999996,,0.6,,,,,,,,,,,,,,,,0.857,0.45,,,,,,,,0.28600000000000003,,,,0.377,,,,,,,,,,,,,,,,,,,,0.364,,,,,,,,,,,,,,,,,,0.725,,,,,,1.617,1.167,1.166,,,,,,,,,,,,,,,,,,,,,,,1.301,,,,,,,,,,,,,,,,,1.3330000000000002,,,,,,,,,,,,
10000812,,,,,,,,,,,,,,,,,,,,,,,,,,0.33399999999999996,,,,,1.7930000000000001,,,,,,,,1.25,,,,,,,,,,1.206,,,,,,,,,,,0.28600000000000003,,,0.14300000000000002,,,0.733,,,,,,1.85,,,,,,,,,,,,,,,,,,,0.67,,,,,,,,,,,,,,,,,,,,,,,,0.33399999999999996,,,,,,,,,,1.158,,,0.33399999999999996,,,,,,,,,
10000813,,,,,,0.536,,,,,,,,,,,,,,,,,,,,,,,,0.5329999999999999,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,0.611,0.385,0.40399999999999997,,1.3330000000000002,,,,,,,,0.888,,,,,0.7140000000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10000826,,,,,0.7340000000000001,,,,,1.786,,,,0.7,,,,,,,,,,,,1.429,,,,,,,,,,,,0.444,,,,,,,,,,,,,,0.857,,,,,0.368,0.0,0.25,,0.722,,,,,0.946,1.171,,,,,,1.11,,,,0.16699999999999998,,0.45799999999999996,,,,,,,,,,,,,,,,,,,0.7559999999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10000827,,,,1.286,,0.382,,,,,,,,,,,,,,,,,,,,,,,,,0.777,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9,,,,,,,,,,,,,,1.036,0.505,0.25,,,,,,,,,,0.091,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10000854,,1.694,,,,,,0.429,,,0.654,,,,,,,,,,,,,0.975,,,,,,,,,,,,,,,0.703,,,,,,0.33399999999999996,,0.539,,,0.92,,0.364,,,,,,0.45299999999999996,0.922,,0.8170000000000001,,,,,,,,,,,,0.873,,,,,,,1.357,,,,,,,,,,,,,,,,,,0.619,0.222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10000856,,,,,,,,,,0.6609999999999999,0.778,,,0.33399999999999996,,,,,,,0.375,,,,,,,,,,,,1.038,,,,1.3330000000000002,,,,,,,,,,,,,,,,,,,,,,,0.6659999999999999,,,,,,,,,0.444,,,,,,,,,,,,,,,,0.375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10000857,,,,,,,,,,0.78,,,,0.258,,,,,,,0.35,,,,0.2,,,1.232,,,,,2.3209999999999997,,0.4,,0.166,,,,,,,,,,,,,,,,,,,,,,,1.3330000000000002,,,1.0,0.65,,,,,0.812,,,,,,,,0.8740000000000001,,,1.178,,,0.9890000000000001,0.444,0.473,,,,,,,,,0.889,,,,,,,,,,,,,,0.2,,,,,,,,1.939,,,,,,,,,,,,,,,,,,,,,
10000859,,,,,,,,,,0.586,1.515,0.33399999999999996,,0.6990000000000001,,,,,,,0.8190000000000001,,,,0.807,,,0.0,,,,,1.055,,0.9840000000000001,,0.524,,,,,,,,,,,,0.633,0.33399999999999996,,,,,,,,,,0.9590000000000001,,,0.16699999999999998,0.42100000000000004,,0.8959999999999999,,,0.21,,,,1.431,,,,1.0090000000000001,,,0.205,,,0.799,1.069,0.667,,,,,,,,,1.375,,,,,,,,,,,,,,1.067,,,,,,,,0.321,,,,,,,,,,,,,,,,,,,,,
10000860,,,0.5479999999999999,0.953,,,,,,,,,,,,,,,,,,0.991,,,,,,,,0.364,0.461,,,,,,,,,0.462,,,,,,,,,,,,,,0.9440000000000001,,,,,,,,0.222,,0.883,,,,,,,,,,,,,,,,,1.181,,,,,,,0.838,,1.35,,,,,,0.625,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10000862,0.33399999999999996,,1.482,,,,1.319,,,,,,,,,,,,,,,0.637,,,,,,,0.833,0.6659999999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,0.6609999999999999,,,,,,,1.166,0.8440000000000001,,,,,,,,,,,,,,,0.33399999999999996,0.583,,,,,,,,,,,0.5329999999999999,,,,,,,,,,,,,,
10000867,,,,,,,,,,,,,,,,,,,,,1.166,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10000870,,,,,,,,,,0.88,0.858,1.6669999999999998,,0.8170000000000001,,,,,,,0.44299999999999995,,,,0.715,,,0.5479999999999999,,,,,0.644,,0.691,,0.154,,,,,,0.705,,,,,,0.546,1.136,,,,,,,,,,0.87,,,0.867,0.7929999999999999,,0.43200000000000005,,,0.7859999999999999,,,,0.5720000000000001,,,,0.8220000000000001,,,0.609,,,0.442,0.462,0.7879999999999999,,,,,,,,,1.146,,,,,,,,,,,,,,0.5,,,,,,,,0.58,,,,,,,,,,,,,,,,,,,,,
10000875,,,,,,,,1.167,,,0.45,,,,0.7,,0.586,,,,,0.16699999999999998,,0.361,,,,,,,,,0.204,,0.2,,,,,,,,,,,,,,,,,,,,,,0.297,,,,,,,0.795,,,,,,,,,,,,,,0.489,,,0.73,,,,,,,,,,,,,,,,,,1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10000900,,,,,,,,,,,,,,,,,,,,,1.111,,,,,,,,,,,,0.6659999999999999,,,,0.8390000000000001,,,,,,0.25,,,,,,,,,,,,,,,,,0.833,1.0,,,,,,,,,0.278,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10000908,,,,,,,,,,0.28600000000000003,,,,,,,,,,,0.92,,,0.425,,,,,,,,,0.631,,,,0.573,,,,,,0.42100000000000004,,0.955,,,,,,,0.33399999999999996,,,,,,,,0.583,0.7290000000000001,,,,,0.5329999999999999,,,,1.068,0.917,,,,,,,,0.473,,,,,,,,0.633,,,,,,,,,,,,,,,,,,,,,1.102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.33399999999999996
10000909,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.5329999999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.39799999999999996,,,,,,,,1.6669999999999998,,,,,,,,,,,,,,,,,,,,,0.6659999999999999,,,,,,,,,,,1.4040000000000001,,,,,,,,,,,,,,,,,,,,,,,
10000911,1.6469999999999998,,,,,0.28600000000000003,,,0.892,,,,,,,,,,,,,,,,0.971,,,0.6709999999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.431,,,,,,,,,,,,,,,,,,,0.535,,,,,,,0.5,,,,,,,,,,,,,,,0.5,,,0.833,0.384,,,,,,,,,,,,,,,,,,,,0.41700000000000004,,0.733,,,1.285,,,,,,,,,,,
10000916,,0.0,,,,,,,,,,,,,0.542,,,,,,0.5,,,,,,,,,,,,,,,,0.395,0.083,,,1.0,,,,,,,,,,,,,,,,0.614,,,,,,0.25,,,,,,0.563,,,,,,,,,,,0.833,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5329999999999999,,,,,,,,,,,,,,,,,,,,,,
10000918,,0.5,,,,,,0.858,,,0.72,,,,,,,,,,,,,0.16699999999999998,,,,,,,,,,,,,,,1.033,,,,,,0.39299999999999996,,0.43700000000000006,,,0.633,,1.446,,,1.3,,,0.539,0.39299999999999996,,0.733,,,,,,,1.0,,,0.222,,,,,,,,0.39299999999999996,0.408,,,,,,,0.642,,,,,,,,,,,0.853,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10000953,,,,,,0.688,,,,,,,,,,,,,1.099,,,,,,,,,,,,,,,0.297,,1.162,,,,,,,,,,,0.42100000000000004,1.0,,,,,0.6,,,0.7859999999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.139,0.509,,,,,,,,,,,,,,,,0.875,,,,,,,,,,,,,,1.286,,,,,,,,,,,,,,,,,,
10000954,0.444,,0.875,,,,0.789,,,,,,,,,,,,,,,,,,,,,,0.6659999999999999,0.354,0.25,,,,,,,,,,,,,,,,,,,,,,,0.5,,,,,,,,0.7170000000000001,,1.8330000000000002,,,,,,,,,,,,,,,,,,,,,,,,0.748,,0.42100000000000004,,,,,0.444,0.713,,,,,,,,,,,,,,,,1.275,0.858,,,,,,,,,,0.0,,,,,,,,,,,,,,
10000955,,,,,,0.603,,,,,,,,,,,,,0.528,,,,0.33399999999999996,,,,,,,,,,,0.536,,0.823,,,,,,,,,,,0.8190000000000001,0.258,,,,,0.467,,,0.826,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6890000000000001,0.6920000000000001,,,,,,,,0.833,,,,,,,,0.7340000000000001,,,,,,,,,,,,,,1.181,,0.33399999999999996,,,,,,,,,,,,,,,,
10000959,,,0.5329999999999999,0.444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.61,,,,,,,,,,,,,0.695,,,,,,,,1.6669999999999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.33799999999999997,,,2.083,,,,,,,,,,,,,,,,,,0.273,,,,,,,,,,,,,,,,,,,,,,,,,,
10000990,0.9690000000000001,,,0.0,,,,,,,,,,,,0.657,,0.69,,,,,0.715,,,,,,,0.0,,0.6609999999999999,,0.35700000000000004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.046,,,,,,,,,1.0,,,,,,,,1.133,1.9040000000000001,,,,,,,,,,0.985,,0.49,,0.708,,,,,0.25,,,,,,,,,,0.7859999999999999,,,,,,,,,,,,,,,,,
10000994,,0.599,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.33399999999999996,,,,,,,,0.46399999999999997,,0.47600000000000003,,,,,,,,,,,,0.934,0.9,,,,,,,,,,,,,,,,,,,1.517,,,,,,,,1.181,,,0.977,,,0.574,0.69,,,,,,,0.856,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10000996,,,,,,0.5,,,,,,,,,,,,,1.3,,,,,,,,,,,,,,,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10000997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.45299999999999996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.28600000000000003,,,,,,,,,,,,,,,,,,,,,,,,,
10001000,0.9470000000000001,,,0.0,,,,,,,,,,,,0.41700000000000004,,0.888,,,,,0.467,,,,,,,0.77,,1.4669999999999999,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0390000000000001,,,,,,,,,,,,,,,,0.6659999999999999,0.473,0.28600000000000003,,,,,,,,,,0.517,,0.511,,,,,,,0.625,,,,1.067,,,,,,,,,0.6659999999999999,,,0.6659999999999999,,,,,,,,0.5,,,
10001002,,,,,,,,,,,,,,,,1.2,,0.877,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.762,0.16699999999999998,,,,,,,,,,,,,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10001005,,,,,,,,,,,,,,0.25,,,,,,,,,,,0.45299999999999996,,,0.75,,,,,,,0.768,,0.34700000000000003,,,,,,,,,,,,1.091,,,,,,,,,,,,,,,,,0.614,,,0.7170000000000001,,,1.055,1.1640000000000001,,,,,,,,,,1.012,1.1,0.5329999999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10001009,1.36,,,0.375,,,,,,,,,,,,0.562,,0.6659999999999999,,,,,0.9159999999999999,,,,,,,1.3940000000000001,0.9670000000000001,1.5,,0.588,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.85,,,,,,,,,,,,,,,,0.644,1.032,0.266,,,,,,,,,,1.42,,0.408,,1.056,,,,0.5329999999999999,,,,,0.777,,,0.9,,,1.3,,,,,,0.762,,,1.2229999999999999,,,,,0.39299999999999996,,,
10001010,,,0.42100000000000004,,,,0.564,,,,,,,,,,,,,,,,,,,,,,,,,,,0.542,,0.99,,,,,,,,,,,0.89,1.2919999999999998,,,,,,,,,,,,,,,,,,,,0.742,,0.35,,,,,,,,,,,,,,,,,,0.929,0.9640000000000001,,,1.6669999999999998,,,,,,,,,,,,,,,,,,0.75,1.285,1.091,,,,,,,,,,,,,,,,,,,,,,,,,
10001011,0.769,,,1.077,,,,,,,,,,,,0.672,,0.384,,,,,1.301,,,,,,,0.39299999999999996,0.5329999999999999,0.444,,0.35700000000000004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8170000000000001,,,,,,,,,,,,,,,,0.6609999999999999,1.238,0.705,,,,,,,,,,0.297,,1.143,,1.111,,,,,0.444,,,,0.33399999999999996,,,1.0,,,,,,,,,0.0,,,,,,,,,,,
10001038,,,,,,,,0.14300000000000002,,1.111,0.75,,0.7859999999999999,,,,0.733,,,,,,,1.224,,,,,,,,1.262,,,,,,,,,,,,,0.777,,,,,,,,,,,,,,0.16699999999999998,,0.39299999999999996,,0.125,,,1.1,0.833,,,0.622,1.58,,,,,,,,,0.39799999999999996,,,,,0.5,,0.718,,,,1.4380000000000002,,,,,,,,,,,,,,,,,,,,,,,,,,0.555,,,,,,,,,,,,,,,,,,,,
10001043,0.718,,,,,,,,,,,,,,,,,1.085,,1.167,,,,,,,,,,,0.8270000000000001,,,,,,,,,,,,,,,,0.27,,,,,,0.7140000000000001,0.222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5329999999999999,,0.0,,,,,,,,,,,,,,,,,1.867,,,,,,,,,,,,0.5720000000000001,,,,
10001047,,,,,1.084,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5329999999999999,,,,,,,,,,,,0.33399999999999996,,0.8340000000000001,,,,,,,,,1.167,,,,,,1.5,,,,0.6659999999999999,,0.95,,,,0.39299999999999996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10001049,,,,,,,,,,,,,,,,,,,,,0.34700000000000003,,,,,,,,,,,,,,,,,,,,,,0.5329999999999999,0.311,,,,,,,,,,,,,,,,,,,0.111,,,,,,0.111,,,,,,,,,,,,,,,,,,,,,,0.9,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10001050,,,0.848,0.924,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.423,,,,,,,,,,,,,0.5379999999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.45299999999999996,,,,,,,,,0.8640000000000001,,,,,0.733,,,,,,,,,,,,,,,,0.852,,,,,,,,,,,,,,,,,,,,,,,,,,
10001052,1.125,,,,,,,,,,,,,,,0.546,,,,0.833,0.376,,,,,,,,,,0.522,,,,,,,,,,,,,,,,,,,,,,0.16699999999999998,0.39299999999999996,,,,0.282,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.722,,,,,1.214,,,,,,,0.33399999999999996,,,,,,,,,,,,,,,,,,,,,,,,,,,
10001080,,,,,,,,,,,,,,,,,0.833,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10001082,,,,,,,,,,,,,,0.325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,0.9670000000000001,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10001083,,,,,0.28600000000000003,,,,,,,,,,,,,,,,,,,,1.205,0.33399999999999996,0.466,0.0,,,,,,,,,0.5720000000000001,0.708,1.19,,,,1.5830000000000002,,0.467,,,,,0.517,,0.311,,,,,,,,,,,,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.92,,,,,,,,,0.573,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
