BatterID,PitcherID,OPS
10001314,10001353,0.717
10000600,10001202,0.837
10000533,10000101,0.55
10000437,10000330,0.316
10005633,10005587,1.417
10001184,10001072,1.1
10003328,10000101,1.166
10005307,10005587,0.929
10006056,10000506,1.166
10001422,10000622,0.833
10005308,10000330,0.762
10006088,10001353,1
10001185,10003142,0.804
10000089,10001333,0.804
10001223,10001353,0.572
10000731,10000506,0.73
10001361,10000622,0.661
10001083,10000506,0.708
10002013,10001072,0.708
10000214,10000807,0.444
10006354,10001290,0.697
10001179,10003142,0.967
10000854,10000746,0.92
10000679,10000807,0.808
10000529,10001072,0.4
10000918,10000746,0.633
10001089,10003360,0.49
10000446,10000506,0.432
10001320,10000101,0.775
10000590,10001202,0.521
10001132,10000519,0.25
10000084,10001202,0.9
10001365,10000622,0.583
10005384,10005351,0.453
10005480,10000506,0.453
10006164,10000330,0.334
10000911,10005587,0.417
10001052,10000807,0.393
10000496,10000746,0.393
10000771,10003360,0.476
10000542,10001072,0.393
10000601,10000519,0.472
10000769,10003360,0.347
10001011,10000193,0.384
10001911,10001353,0.182
10000770,10003360,0.222
10006007,10000330,0
10000442,10001202,0.3
10000038,10001333,0.143
10000499,10000746,0.333
10000678,10000807,0.333
10000121,10001290,0.125
10000123,10000622,0.167
10000217,10005587,0.5
10001371,10000622,0
10000487,10000746,0.091
10000870,10000153,0.817
10001011,10003212,1.143
10000439,10000328,0.793
10000455,10000328,0.762
10000442,10001025,1.183
10001282,10000886,1.086
10006662,10001025,0.914
10000590,10001025,1.143
10001280,10000328,1.557
10001945,10005327,1.25
10005530,10000886,1.445
10000440,10000328,1.085
10006046,10002066,1.001
10000304,10001025,0.91
10000350,10005327,1.083
10001911,10005327,1.126
10000173,10000886,1.043
10001000,10003212,0.511
10000859,10000153,0.699
10000352,10005327,1.6
10000772,10000886,1.2
10000638,10000367,0.734
10000084,10001025,0.444
10000777,10000153,0.628
10001002,10003212,1.5
10000357,10005327,0.75
10002094,10000367,1.125
10000453,10000886,1.178
10000450,10005327,0.733
10000405,10001337,0.889
10002093,10002066,1
10000406,10003212,0.664
10000177,10000886,1.017
10001009,10003212,0.408
10000219,10001025,0.504
10000771,10005879,1.1
10000780,10005879,1.333
10005834,10003212,1.166
10002076,10002066,1.154
10000584,10003212,0.715
10000737,10001337,0.661
10001371,10000367,0.583
10001354,10000886,0.583
10001223,10005327,0.625
10000911,10002066,0.5
10001314,10005327,0.625
10001038,10005327,0.555
10001954,10002066,0.444
10001365,10000367,0.522
10000217,10002066,0.94
10000165,10000886,0.697
10000393,10001337,0.873
10001361,10000367,0.6
10000491,10000153,0.398
10000600,10001025,0.625
10002087,10000153,0.729
10000407,10001337,0.357
10005299,10003212,0.414
10000990,10003212,0.49
10000176,10000886,0.288
10000344,10005327,0.4
10000770,10005879,0.533
10001168,10000367,0.533
10000769,10005879,0.619
10000856,10000153,0.334
10000213,10002066,0.417
10000437,10000328,0.429
10001182,10002066,0.425
10001005,10000153,0.25
10000857,10000153,0.258
10000719,10001025,0.321
10001896,10001337,0.167
10000593,10001025,0.2
10001089,10005879,0.167
10005751,10000886,0.125
10000123,10000367,0.167
10000718,10000291,1.23
10000854,10000931,0.817
10006662,10000189,0.727
10001005,10000694,1.091
10000073,10000931,0.988
10000442,10000189,1.278
10000137,10000155,0.832
10000875,10000189,0.586
10001087,10005288,1.5
10000177,10000113,1.156
10000737,10001345,1.036
10000487,10000931,0.789
10000734,10000291,0.907
10000600,10000189,0.824
10000485,10000931,0.802
10000129,10000155,0.576
10000031,10005288,0.553
10000772,10000113,1.255
10000598,10000291,1.283
10001282,10000113,0.929
10000176,10000113,0.859
10000040,10005288,0.794
10001911,10001305,0.649
10000125,10000155,0.563
10005306,10006353,1.334
10000685,10006172,1.142
10001971,10000291,1.181
10000450,10001305,0.8
10001945,10001305,0.728
10006354,10000155,0.972
10000350,10001305,0.8
10000590,10000189,0.821
10000496,10000931,0.8
10000499,10000931,1.035
10000045,10000155,0.55
10000777,10000694,2.467
10005661,10000291,1.667
10002087,10000694,1.25
10001314,10001305,0.875
10000723,10005913,0.75
10000918,10000931,0.733
10000489,10000291,1.011
10005384,10002046,0.583
10000034,10005288,0.539
10000691,10003259,0.428
10001322,10000155,0.639
10000352,10001305,0.44
10000165,10000113,0.492
10001185,10006353,1.167
10001361,10005835,1.167
10000405,10001345,1.171
10000733,10003259,1.533
10001896,10001345,1.166
10001966,10000970,1.666
10000862,10002046,1.166
10000492,10003259,0.572
10000407,10001345,1.047
10000445,10003259,0.875
10001038,10001305,0.5
10000682,10003322,0.775
10000954,10002046,0.444
10000029,10005288,0.778
10000859,10000694,0.633
10000121,10000155,0.555
10005589,10000931,0.573
10000870,10000694,0.546
10000041,10005288,0.629
10000395,10005288,0.433
10000453,10000113,0.458
10001918,10000931,0.332
10005597,10006172,0.75
10000539,10003259,0.75
10001170,10006353,0.733
10001261,10000970,1.133
10005530,10000113,1.133
10001368,10003322,0.367
10000916,10000155,0.542
10000530,10002046,0.334
10000579,10001345,0.708
10006088,10001305,0.286
10000312,10005913,0.393
10000690,10000694,0.429
10001223,10001305,0.286
10001133,10005913,0.714
10000908,10000291,0.425
10000164,10000113,0.347
10005498,10002046,0.425
10000081,10005913,0.347
10007148,10000931,0.25
10000393,10001345,0.311
10000173,10000113,0.408
10000084,10000189,0.182
10000719,10000189,0.196
10005363,10000970,0
10000344,10001305,0
10001365,10005835,0
10000343,10001305,0.2
10000593,10000189,0
10001961,10000291,0
10000635,10000001,1.206
10000164,10001191,1.477
10000353,10001187,1.022
10000453,10001191,1.736
10000176,10001191,0.824
10000768,10000247,0.697
10001368,10000184,0.62
10001132,10000184,1.084
10000173,10001191,1.043
10000165,10001191,0.745
10001282,10001191,0.875
10001356,10000184,1.271
10000542,10000564,1.225
10002076,10002098,1.306
10000123,10002058,1.333
10000213,10002098,1.222
10000405,10000426,1.077
10000579,10000426,0.813
10000089,10000247,0.572
10005530,10001191,0.555
10000485,10000060,1.334
10001964,10000184,1
10001989,10002098,1.413
10000077,10000247,1.357
10003343,10002058,1.143
10000499,10000060,1.071
10000534,10000564,0.785
10000772,10001191,0.546
10000735,10000184,0.795
10000407,10000426,1.133
10000177,10001191,0.467
10000529,10000564,0.378
10000214,10000986,1.5
10000911,10002098,0.833
10001182,10002098,0.666
10001354,10001191,0.804
10001988,10000247,0.572
10001319,10000001,0.583
10001168,10002058,0.5
10000682,10000184,0.5
10001279,10000981,0.585
10000525,10000564,0.364
10001049,10000564,0.533
10001954,10002098,0.533
10005307,10002098,1.133
10006046,10002098,0.334
10000496,10000060,0.334
10005235,10000001,0.904
10000393,10000426,0.393
10001216,10000001,0.365
10005589,10000060,0.25
10000737,10000426,0.22
10000314,10000001,0.346
10005751,10001191,0
10000487,10000060,0
10002094,10002058,0.167
10000217,10002098,0.333
10000394,10000247,0.125
10001357,10000426,0
10000305,10000001,0.091
10001966,10000981,0
10000638,10002058,0.231
10001279,10000432,0.552
10000635,10000371,0.953
10000485,10000786,0.783
10000077,10000372,1.292
10000405,10001350,1.5
10000165,10000095,0.921
10000129,10000249,1.162
10000177,10000095,0.814
10000870,10000977,0.867
10000176,10000095,0.931
10000137,10000249,0.656
10000918,10000786,1.446
10006354,10000249,1
10005235,10000371,1.167
10000164,10000095,0.733
10000737,10001350,0.707
10005530,10000095,0.807
10001267,10000432,0.536
10000045,10000249,0.685
10000777,10000977,1.339
10000439,10002077,1.056
10001009,10003284,1.056
10001261,10000432,1.722
10000813,10000371,1
10000217,10000066,0.821
10000173,10000095,0.594
10000271,10000843,1.071
10002093,10000066,1.167
10000406,10003284,1
10000857,10000977,1
10005299,10003284,1.015
10000768,10000372,0.944
10001011,10003284,1.111
10000827,10000371,0.777
10000684,10000843,0.844
10001354,10000095,0.9
10000314,10000371,0.817
10000638,10000364,0.606
10000393,10001350,0.857
10000407,10001350,0.399
10001282,10000095,0.544
10001322,10000249,0.36
10000089,10000372,1.171
10000214,10000843,0.666
10000990,10003284,0.708
10000440,10002077,0.572
10001319,10000371,0.5
10000448,10000371,0.444
10000305,10000371,0.92
10000539,10000805,0.473
10000854,10000786,0.364
10000916,10000249,0.5
10001216,10000371,0.75
10000691,10000805,0.347
10000121,10000249,0.414
10005363,10000432,0.344
10000125,10000249,0.243
10000453,10000095,2
10002094,10000364,1
10001918,10000786,1.133
10000073,10000786,0.334
10000733,10000805,0.334
10005589,10000786,0.667
10000499,10000786,0.334
10001355,10000371,0.286
10000911,10000066,0.286
10000455,10002077,0.222
10001966,10000432,0.334
10000675,10000843,0
10000492,10000805,0
10000487,10000786,0
10000679,10000843,0
10007148,10000786,0
10001182,10000066,0.167
10000859,10000977,0.167
10002076,10000066,0.111
10001319,10000012,0.928
10001216,10000012,1.079
10001094,10000469,1.166
10001090,10000469,0.661
10001085,10000469,0.506
10001918,10001072,0.921
10000499,10001072,1.085
10000448,10000012,1.199
10000073,10001072,0.637
10000485,10001072,0.646
10000635,10000012,0.817
10000312,10006824,1.213
10000496,10001072,0.667
10005589,10001072,0.646
10001083,10000469,0.572
10000731,10000469,0.618
10000165,10001017,1.5
10000827,10000012,1.286
10005480,10000469,0.875
10006056,10000469,0.428
10000487,10001072,0.411
10000173,10001017,0.345
10001009,10005351,1.3
10001282,10001017,0.733
10000723,10006824,0.762
10001907,10000012,0.715
10000681,10000469,0.715
10005235,10000012,1.071
10001133,10006824,0.958
10000317,10006824,0.4
10006044,10000469,0.308
10005530,10001017,1
10005834,10005351,0.733
10000176,10001017,0.334
10000081,10006824,0.334
10000990,10005351,0.786
10001052,10002077,0.722
10005299,10005351,0.625
10001355,10000012,0.22
10007148,10001072,0.277
10000314,10000012,0.142
10000918,10001072,0.222
10000827,10001337,1.036
10000771,10000335,0.966
10001123,10000007,0.685
10000590,10000421,0.904
10001085,10003360,0.949
10001129,10000007,0.63
10000448,10001337,1.266
10001371,10000807,1.155
10001090,10003360,0.949
10001130,10000007,0.857
10001216,10001337,0.511
10000442,10000421,0.618
10000954,10000071,0.789
10001319,10001337,1.19
10001361,10000807,0.83
10000174,10000007,0.5
10000769,10000335,0.545
10001009,10000367,1.394
10000258,10000004,1.736
10000389,10000007,0.609
10000813,10001337,0.611
10000314,10001337,0.652
10000733,10005294,1.546
10001325,10000506,1.091
10000542,10001150,1.167
10000593,10000421,0.785
10001314,10001203,0.604
10000679,10000850,2
10000812,10001150,1.85
10000534,10001150,1.5
10001309,10000506,1.098
10000357,10001203,1
10001000,10000367,0.77
10001892,10000007,0.563
10001365,10000807,0.611
10000529,10001150,0.633
10000780,10000335,0.45
10001089,10000335,0.444
10000600,10000421,0.495
10001369,10000807,1.467
10000601,10001202,1.267
10006662,10000421,1.571
10000909,10005294,1.404
10000225,10001150,1.5
10002094,10000807,0.944
10000584,10000367,1.319
10000862,10000071,1.319
10000719,10000421,0.764
10000312,10003142,0.879
10001313,10000506,1.112
10001133,10003142,1.083
10000084,10000421,0.94
10003509,10000007,0.583
10001095,10000007,0.583
10000305,10001337,0.591
10000731,10003360,0.445
10001094,10003360,0.47
10000770,10000335,0.282
10000311,10003142,2.833
10000352,10001203,1.166
10001368,10001202,0.666
10001911,10001203,1.166
10000343,10001203,0.833
10000209,10000004,1
10000227,10000071,0.804
10000317,10003142,1
10001139,10000007,0.5
10000779,10000335,1.083
10000632,10000071,0.522
10000214,10000850,0.444
10000350,10001203,0.92
10001083,10003360,0.573
10000682,10001202,0.364
10001038,10001203,0.398
10001010,10000007,0.421
10000635,10001337,0.255
10000737,10002066,0.533
10001047,10000506,0.533
10000407,10002066,0.533
10000678,10000850,0.533
10005377,10005294,0.486
10000405,10002066,0.533
10003298,10005294,0.953
10001896,10002066,0.5
10000638,10000807,0.334
10000675,10000850,0.834
10001011,10000367,0.393
10005498,10000071,0.536
10005366,10003360,0.286
10000498,10005294,0.821
10000304,10000421,0.286
10006695,10001337,0.429
10000260,10000004,0.286
10000081,10003142,0.5
10000219,10000421,0.236
10005384,10000071,0.311
10000826,10000506,0.444
10000261,10000004,0.222
10006044,10003360,0.333
10000494,10000335,0.422
10001052,10000850,0.282
10000875,10000421,0.204
10001320,10000506,0.091
10000271,10000850,0
10000266,10000004,0
10000735,10001202,0
10000681,10003360,0.167
10001357,10002066,0.167
10000525,10001150,0
10000990,10000367,0
10000442,10000153,1.154
10000771,10000330,1.071
10000682,10000931,0.88
10000590,10000153,0.897
10000600,10000153,0.793
10001368,10000931,0.666
10000681,10000970,0.842
10000731,10000970,0.756
10000826,10001025,1.171
10000593,10000153,0.939
10001184,10001064,0.838
10000769,10000330,0.79
10000635,10001345,1.308
10000542,10001064,1.143
10000854,10000291,0.975
10000084,10000153,0.804
10000485,10000291,0.684
10001356,10000931,0.53
10000173,10000569,1.725
10001082,10000931,1
10001216,10001345,1.092
10005235,10001345,0.989
10000525,10001064,0.6
10000779,10000330,0.771
10000735,10000931,0.754
10000219,10000153,0.632
10000487,10000291,1.071
10000129,10004421,1.089
10000584,10005835,1.5
10000453,10000569,1
10000137,10004421,1.214
10001282,10000569,1.071
10000304,10000153,0.875
10001132,10000931,0.666
10000031,10001986,0.861
10001000,10005835,0.666
10001089,10000330,0.637
10000040,10001986,0.583
10001911,10001993,0.641
10000780,10000330,0.857
10001319,10001345,0.607
10000638,10003259,0.462
10000352,10001993,0.462
10001361,10003259,0.643
10001369,10003259,0.742
10000827,10001345,0.505
10000314,10001345,0.515
10000601,10000931,0.317
10000176,10000569,0.9
10001047,10001025,1.5
10001945,10001993,0.971
10005299,10005835,0.9
10001896,10006172,0.661
10001325,10001025,0.715
10001357,10006172,1.232
10000357,10001993,0.5
10000305,10001345,1.089
10000395,10001986,0.432
10002094,10003259,0.481
10006662,10000153,0.334
10000350,10001993,0.417
10000494,10000330,0.536
10001365,10003259,0.453
10000813,10001345,0.385
10000534,10001064,0.435
10000448,10001345,0.349
10000529,10001064,0.303
10000125,10004421,1.381
10005300,10005835,1
10000225,10001064,0.75
10001087,10001986,0.829
10001085,10000970,0.486
10000123,10003259,0.834
10001090,10000970,0.286
10000719,10000153,0.679
10000405,10006172,0.472
10002013,10001064,0.722
10000073,10000291,0.582
10001309,10001025,0.333
10001371,10003259,0.385
10001049,10001064,0.111
10000533,10001025,0
10000770,10000330,0
10000918,10000291,0.167
10006354,10004421,0
10001314,10001993,0
10000041,10001986,0.167
10000435,10001986,0.286
10001123,10000613,0.579
10001313,10000848,0.806
10001320,10000848,0.93
10000533,10000848,1.131
10001010,10000613,0.89
10001129,10000613,0.777
10001130,10000613,0.664
10001009,10000184,0.562
10001309,10000848,0.768
10000990,10000184,0.657
10000731,10000981,0.555
10001011,10000184,0.672
10005299,10000184,1.406
10001139,10000613,0.784
10000137,10001353,0.988
10000125,10001353,2.251
10000859,10001303,1.069
10000389,10000613,0.841
10000678,10000001,1.273
10000455,10001191,0.745
10000174,10000613,0.488
10000584,10000184,0.619
10002005,10000986,1.571
10000406,10000184,1.222
10001002,10000184,1.2
10000129,10001353,1.555
10001085,10000981,0.742
10001094,10000981,0.572
10001325,10000848,0.414
10001000,10000184,0.417
10001222,10000613,0.48
10000031,10002046,1.571
10000041,10002046,1.429
10000040,10002046,1
10001052,10000001,1.125
10000681,10000981,0.666
10000684,10000001,0.666
10001083,10000981,0.8
10000442,10000155,0.5
10005834,10000184,0.67
10000870,10001303,0.462
10001005,10001303,1.1
10000491,10001303,0.9
10001926,10000848,0.666
10005366,10000981,1
10000440,10001191,0.958
10001280,10001191,0.75
10000857,10001303,0.444
10000994,10001353,0.856
10000875,10000155,0.7
10006044,10000981,0.523
10000826,10000848,0.368
10001095,10000613,0.462
10000690,10001303,0.334
10001892,10000613,0.334
10006072,10000848,0.334
10006056,10000981,0.5
10000679,10000001,0.904
10002087,10001303,0.347
10001090,10000981,0.21
10006662,10000155,0
10000439,10001191,0
10000045,10001353,0.1
10006354,10001353,0
10003328,10000848,0
10000258,10000432,1.307
10001279,10001065,0.636
10000312,10001161,1.053
10000723,10001161,0.678
10000859,10001290,0.799
10000129,10000328,2.349
10000918,10000519,1.033
10002087,10001290,1.278
10000031,10001031,1.086
10001005,10001290,1.012
10002013,10005327,1.063
10000684,10000371,0.85
10000311,10001161,0.781
10000590,10000250,1.292
10000304,10000250,0.612
10000489,10000895,1.833
10001185,10003206,1.324
10000682,10001154,1.039
10003208,10005327,1
10000690,10001290,1.53
10001325,10000886,0.633
10000214,10000371,0.742
10000870,10001290,0.442
10001050,10000426,0.423
10001271,10001065,0.962
10000600,10000250,0.912
10001313,10000886,0.879
10000854,10000519,0.703
10000542,10005327,0.647
10000777,10001290,0.988
10000040,10001031,0.732
10000442,10000250,0.618
10000959,10000426,0.61
10001320,10000886,0.466
10000735,10001154,0.386
10000350,10000095,1.222
10000353,10000843,1.4
10000955,10000843,0.826
10000302,10001161,0.923
10000125,10000328,1.049
10005363,10001065,0.896
10001170,10003206,1.207
10000953,10000843,0.786
10001309,10000886,0.804
10000485,10000519,0.69
10000301,10001161,0.635
10001052,10000371,0.522
10000771,10001187,0.541
10000857,10001290,0.989
10000769,10001187,0.439
10000317,10001161,0.433
10007148,10000519,1.333
10001947,10001161,1
10000487,10000519,0.788
10000081,10001161,0.717
10000534,10005327,0.873
10000045,10000328,1.017
10002005,10000843,0.583
10000780,10001187,0.725
10001966,10001065,0.718
10006662,10000250,0.599
10001368,10001154,0.553
10000770,10001187,0.767
10000525,10005327,0.65
10000137,10000328,0.388
10001133,10001161,0.526
10000034,10001031,0.463
10000533,10000886,0.422
10001091,10000426,1.5
10001132,10001154,0.762
10001173,10003206,1.666
10000685,10000371,0.666
10001095,10000555,0.666
10000900,10000895,0.833
10000681,10000060,0.833
10006568,10000895,0.929
10003133,10000432,0.572
10000908,10000895,0.583
10000352,10000095,0.708
10000121,10000328,0.65
10001089,10001187,0.778
10003193,10001161,0.522
10000646,10000426,0.773
10000491,10001290,0.573
10000499,10000519,0.481
10000593,10000250,0.564
10002054,10000432,0.25
10000041,10001031,0.404
10000529,10005327,0.182
10001356,10001154,0.75
10001314,10000095,1.071
10005741,10003206,1
10000689,10003206,1.175
10001918,10000519,0.533
10001088,10001154,1.133
10000493,10003206,0.5
10000731,10000060,0.334
10005821,10000519,0.5
10000082,10001290,0.286
10006354,10000328,0.429
10001083,10000060,0.286
10000779,10001187,0.393
10001911,10000095,0.393
10001090,10000060,0.25
10003232,10000843,0.333
10000633,10000426,0.35
10001043,10003206,0.533
10001085,10000060,0.22
10000266,10000432,0.277
10001261,10001065,0.411
10000029,10001031,0.111
10000084,10000250,0.333
10003122,10000426,0.167
10001038,10000095,0.143
10000273,10000432,0.333
10000395,10001031,0.111
10001267,10001065,0.273
10000718,10000895,0
10007200,10000432,0.286
10000875,10000250,0.167
10000826,10000886,0.25
10000994,10000328,0
10001170,10000276,1.102
10001314,10000113,0.822
10000455,10000506,1.09
10000600,10001243,1.112
10000681,10000786,0.903
10000590,10001243,0.986
10000031,10001629,1.088
10000439,10000506,0.89
10000870,10001305,0.788
10000489,10000249,0.826
10000440,10000506,0.909
10001050,10001350,0.864
10000723,10001157,0.69
10002087,10001305,1.714
10000258,10000469,1.167
10000034,10001629,0.985
10000437,10000506,0.614
10000859,10001305,0.667
10001279,10001072,1.206
10001088,10000746,1.083
10000084,10001243,0.813
10001085,10000786,1.132
10001179,10000276,1.064
10000029,10001629,0.77
10000209,10000469,0.812
10001133,10001157,0.933
10000311,10001157,0.8
10000041,10001629,1.157
10000493,10000276,0.921
10000350,10000113,1.049
10000959,10001350,0.338
10000165,10002091,1.285
10000352,10000113,1.667
10005741,10000276,1.5
10000769,10005315,1.75
10005306,10000276,1.355
10000176,10002091,1.508
10000601,10000746,1.098
10001267,10001072,0.732
10005384,10005234,0.534
10000357,10000113,0.627
10000735,10000746,0.6
10001094,10000786,0.778
10001038,10000113,0.75
10000317,10001157,0.599
10001090,10000786,0.327
10001947,10001157,1.467
10001185,10000276,0.819
10000900,10000249,1.111
10000129,10005311,0.833
10005498,10005234,0.666
10000173,10002091,1.2
10006662,10001243,0.702
10000081,10001157,0.793
10000343,10000113,0.77
10001222,10000564,0.481
10001223,10000113,0.428
10000731,10000786,0.553
10000689,10000276,0.717
10003193,10001157,0.733
10000312,10001157,0.697
10005834,10005232,0.9
10000302,10001157,0.833
10000174,10000564,0.833
10006354,10005311,0.666
10005363,10001072,0.873
10000633,10001350,0.873
10004784,10001243,1
10000875,10001243,0.73
10000450,10000113,0.715
10000494,10005315,0.715
10000733,10003284,0.829
10001280,10000506,0.946
10000301,10001157,0.705
10001000,10005232,0.625
10000908,10000249,0.92
10001011,10005232,0.444
10002054,10000469,0.666
10000857,10001305,0.473
10001911,10000113,0.523
10001274,10001072,0.334
10000734,10000249,0.414
10000593,10001243,0.321
10000771,10005315,0.533
10000916,10005311,0.533
10001005,10001305,0.533
10000395,10001629,0.453
10000955,10005587,0.334
10003133,10000469,0.334
10000442,10001243,0.667
10000862,10005234,0.334
10001281,10000249,0.453
10000646,10001350,0.834
10001261,10001072,0.904
10000045,10005311,0.429
10000584,10005232,0.393
10000856,10001305,0.375
10000990,10005232,0.25
10000137,10005311,0.425
10006164,10000506,0.25
10000772,10002091,0.333
10001083,10000786,0.311
10000777,10001305,0.311
10000443,10000506,0.282
10001095,10000564,0.134
10001091,10001350,0.126
10000718,10000249,0
10000690,10001305,0.5
10000125,10005311,0.286
10000453,10002091,0
10005299,10005232,0
10000177,10002091,0
10005530,10002091,0.167
10000491,10001305,0
10006568,10000249,0
10001082,10000746,0
10003122,10001350,0
10001361,10000071,1.44
10001369,10000071,1.5
10001365,10000071,0.985
10000690,10001150,1.712
10001050,10000012,0.924
10000129,10000335,1.125
10001320,10002077,1.313
10001371,10000071,0.85
10000908,10000421,0.631
10000405,10000247,1.834
10000862,10000007,1.482
10000258,10003360,0.888
10000633,10000012,1.444
10001005,10001150,1.055
10001038,10001017,1.1
10001911,10001017,0.8
10001368,10000748,0.708
10001325,10002077,0.944
10005384,10000007,0.706
10000137,10000335,0.45
10000489,10000421,0.435
10000357,10001017,1.667
10000675,10003142,1.4
10000266,10003360,1.238
10000352,10001017,1.444
10001282,10006438,0.75
10001314,10001017,0.777
10000734,10000421,1.178
10000638,10000071,0.697
10001088,10000748,0.517
10000632,10000007,0.61
10000860,10000007,0.548
10001357,10000247,1.417
10000209,10003360,0.9
10000678,10003142,1.3
10002093,10005351,0.9
10000900,10000421,0.666
10005741,10007245,1.166
10000723,10001250,0.666
10001281,10000421,0.833
10000735,10000748,0.775
10000450,10001017,0.583
10000954,10000007,0.875
10000959,10000012,0.444
10000393,10000247,1.111
10000533,10002077,0.455
10001313,10002077,0.829
10000121,10000335,0.308
10000125,10000335,0.388
10000579,10000247,0.415
10000955,10002066,0.833
10002076,10005351,1
10000826,10002077,0.756
10001926,10002077,0.453
10000737,10000247,0.5
10005306,10007245,0.5
10000312,10001250,0.334
10006568,10000421,0.334
10002005,10002066,0.334
10001945,10001017,0.5
10000994,10000335,0.334
10000718,10000421,0.286
